sentence	label
OK Clara Bow silent film from 1927, it's a spin-off of Rain, with Bow playing the half-Hawaiian wild daughter of the local pineapple king who falls in love with the staid English engineer--Clive Brook. Bow competes with the local widow (Arlette Marchal) for his attentions, but both women get a big surprise when his wife shows up (Patricia Dupont). The predatory wife is ready for a divorce until she discovers he might be on the verge of a fortune. Bow settles her hash fast.<br /><br />Bow has personality to spare and has a few great scenes: her opening nude bath, her hula in a grass skirt, and the dog rescue scene with Bow and Brook doing their own stunts.<br /><br />Note: the IMDb credit list is wrong. The film credits (from the DVD I have) list Patricia Dupont as playing Mrs. Haldane---not Margaret Truax as listed on IMDb.	0
"The Young Victoria is a beautiful film and has presented Queen Victoria in a different light to what everyone thinks about her. The films wipes away the ""I am not amused"" impression of Queen Victoria and shows she was a cheerful young woman.<br /><br />As I love history, particularly Victorian history, you can imagine my reaction when i first saw this film advertised, i was so so so excited and counted down the days until it came to the cinemas. I was a little worried that it wouldn't be historically accurate, but it was and I loved it. I found out new facts about Queen Victoria that didn't know before and it interested me greatly.<br /><br />Queen Victoria in many lights was one of our all time greatest Monarchs, and this film paints a picture of her real personality and what her life was like. She was treated so badly by her mothers adviser Sir John Conroy, because he wanted Britain to have a regency. This was what inspired Victoria to be a fantastic Queen, which she was! The romance between her and Albert was so deep and this was very well done by Emily Blunt and Rupert Friend, who were both brilliant! The Young Victoria is a heart felt love story but at the same time a great look into a major part of British History...I LOVE IT!!!!!!!!! 10/10 ... no doubt!"	0
"Movies like this one, and C.R.A.Z.Y., make me very sad for American films with a gay subject matter. With the exception of Parting Glances and Brokeback Mountain, there are few other notable American films with the kind of depth and sincerity as this movie, The Bubble. This movie centers on two men, Noam and Ashwar, an Israle and Palestinian respectively. Their relationship is complicated by the tension between the Jews and Arabs in Israel. Couples, in the early stages of their relationships will struggle with who will call who next, or who will say ""I love you"" first. Noam and Ashwar's early love is complicated by suicide bombings, armed security check points, and racism. While Noam's friends accept and like Ashwar, who is Arab, it is clear that most of Tel Aviv's citizens probably don't.<br /><br />One of the most touching moments, and there are many in this film, is when Noam and Ashwar attend a production of ""Bent"". We, as movie goers, see them watching this play, and the affect it has on the two of them is profoundly captured in their eyes. And ultimately, this touching moment is played out in a very sad way in the finale of the movie.<br /><br />Ohad Knoller and Youseff 'Joe' Sweid are outstanding as Noam and Ashwar. Director Eytan Fox is brilliant in creating a cogent and interesting retelling of the Shakespeare classic Romeo and Juliet. And while most movies today have sex in them, (almost as a sport), this one goes back to the old tried and true version of sex with love and passion combined. It is so refreshing. Also refreshing is seeing two gay men being portrayed as people and not cartoons. There are cartoonish characters in this movie. It just doesn't happen to be the two gay guys for a change. Somewhere on this site I think I read a comparison between this movie and ""Friends"". Well, not really. Yes, these are youthful characters stumbling through their first uneasy steps into adulthood and relationships. But I don't recall getting ""blowed up"" as a backdrop to the insipid story lines in ""Friends"".<br /><br />This is a very good movie. It has heart, and heartbreak. And like all good love stories love does win out. But not in it's intact glory of full bloom . Still, it's a very satisfying movie to watch."	0
"The image of movie studios being financially-driven instead of creatively is not without truth (in fact, it's more true than false). This begs the question why Castle Rock Entertainment allowed Kenneth Branagh to create a full-length, uncut version of ""Hamlet"" with his complete creative control among other things. Of course, Branagh had to agree to some concessions (a star-studded cast, and a 2.5 hour version for wider release), but why would the film studio allow Branagh to spend money on a 4 hour version that they knew few would see? Could they have, at least in this case, had enough respect for the material and Branagh's vision to create something for only a few people? That is not a question that I can answer. Whatever the reason, this is a glorious vision for those who are willing to spend four hours watching ""Hamlet."" Everyone knows the story, so I will not spend much time on that. However, unlike other productions of the play, stage included, this is a completely uncut production, which has never been done before. According to some, Shakespeare never intended for the play to be produced uncut, leaving the decision of what to include to the director's discretion. That being said, I have no doubt that had he been able to see it, the Bard would have been overjoyed with Branagh's production.<br /><br />The film is top-heavy with film stars, although most have mere bit parts. All play their parts equally well. I would have thought Branagh too old to play the part of Hamlet, and while he still may be, his performance more than makes up for it. Hamlet is a complex part, displaying every emotion from grief to anger, happiness to madness, and everything in between. Branagh nailed it. Derek Jacobi is terrific as the wily Claudius, whose deception and treachery sets all these things in motion; his unique voice is perfect for the role. Julie Christie is also very good as Gertrude, Hamlet's caring mother who doesn't realize what is going on until late in the game.<br /><br />The classical actors are cast in bit parts (Judi Dench is on for all of 60 seconds and has no lines), but at least they're in it. Surprisingly, no one takes this to heart; everyone gives it their all, and it shows. Special mention has to go to Jack Lemmon and Billy Crystal, who are excellent. Robin Williams is a little too silly, but he's not bad (his part is pretty small anyway).<br /><br />Yet, this is undeniably Branagh's show. He adapted one of the most famous plays in history, and in so doing, he took on a whale of a project; it's impressive that he got it done, but the fact that the film is this good is a monumental achievement. What I really liked about this film is that you don't have to be a Shakespeare scholar to enjoy it. As most people know, Shakespeare is difficult to digest, but Branagh and his cast understand this. ""Hamlet"" is still immensely enjoyable to just sit and listen to the actors deliver the brilliant dialogue and excellent acting.<br /><br />This is a must see for anyone and everyone. It may be four hours long, but it's definitely worth it."	0
"It's so rare to find a literary work adequately translated to the screen that I may have rated this film higher than it deserves, but not by much. As a long-time student of Vonnegut's works, I have no hesitation in recommending the film to his readers, at least to those that love him as I do. The casting is inspired: Nolte is understated in triumph, bewildered in defeat, decisive in judgment. Sheryl Lee is luscious throughout, but her handling of the treacherous Resi and her tragic crescendo almost makes you forget her beauty. Alan Arkin delivers a totally lovable, but equally treacherous, Soviet spy.<br /><br />Do not feel you have to read Mother Night to appreciate the film; though, if you haven't read Mother Night, you will probably want to after viewing the film.<br /><br />Notice the shifts from color to black-and-white and back again, and don't miss the final symbolism of Campbell's noose. Watch, also, for Kurt Vonnegut's cameo near the end of the film.<br /><br />Bing Crosby's ""White Christmas"" will never sound the same (I write in mid-December, when the song is getting heavy radio play, and it's driving me nuts)."	0
"This movie deserves more than a 1. But I'm giving it a one because so many fricken fan boys have given it a 10 resulting in it getting a rating that'll take it into the top 100 list. Seriously it's not that great its not that bad. Its a stupid cult classic with so many fricken fan boys it's ridiculous. These are the types who probably still laugh at Chuck Norris jokes and still say ""I'm rick james b!tch"" No matter how old or annoying it gets. I dread having to hear ""I'm tired of MFn snakes on this MFn plane"" months from now from idiots trying to be funny. Its crappy plot crap acting etc. Its Okay to love a bad movie, but you still gotta admit its a bad movie.<br /><br />Wait for the Marine starring John Cena if you wanna see a real movie"	1
Extremely well-conceived - part whatever happened to, part behind the scenes revisitation, part reunion film - all done in the same campy style that made the original series so much fun. I only wish this had been done 10 years ago to include more guest villains who have passed on.	0
"The only aspect of this film that saves it from being my least favorite piece of celluloid trash is a single line uttered by an agent attempting to infiltrate the man-eating tomatoes by dressing in a tomato costume: ""Can somebody please pass the ketchup?"" I highly urge anyone with a sleeping disorder to use this film as a sedative; it works better than an overdose of demarol."	1
"I think ""The Best of Times"" was a lost cause from the get go. The initial premise (guy drops the winning touchdown pass against a rival high school team, can never seem to get over it and then tries to reunite the two teams to play again) is one of the dumbest I have ever heard. Since Ron Shelton went on to write much better sports films I wonder if there was more to it then that. I hope this film wasn't green lit with Shelton pitching the story as I wrote above.<br /><br />So we have the premise. Going from there you would think, or hope, that there might be a few twists along the way to keep things lively. No such luck. This script follows every predictable cliché you can think of. There isn't a moment in this film you won't see coming a mile away before the film reveals it and the ending.... well if you can't figure out the ending by the end of the first reel then you haven't paid attention or seen any other sports movie in your life.<br /><br />Robin Williams and Kurt Russell star (and bore) in the leads. Williams is the poor schmo who dropped the big pass and Russell is the quarterback who threw the fateful pass. Gee, do you think Russell will suit up just once more to see if he and Williams can right a wrong that the town has never forgotten? This is such a lame duck comedy with a lame duck script that one can only shake their heads wondering what might have been. Sure there are a few chuckles and, to be honest, there is one truly funny scene. Williams and Russell have marital problems and the wives invite them over for dinner to resolve things. Neither guy realizes that they have been invited over on a Monday and, yes, Monday Night Football is on. Keeping in mind that the two teams playing have a combined one victory, the men (Williams especially) try to resist the temptation to find out how the game is going. The scene dissolves into some hilarious bits as Williams goes to check the score by using a bathroom visit as a ruse. When he returns he coughs the score to Russell. Later as Russell is starting to make the moves on his wife Williams wheels the television into their view from another room.<br /><br />It's an inspired and funny scene in a mostly uninspired and stupid movie."	1
"Another in a long line of flicks made by people who think that knowing how to operate a camera is the same as telling a story. Within 15 minutes, the entire premise is laid out in just a few lines, so there is absolutely no mystery, which eliminates a whole facet of the suspense. The only half-way competent actor is killed 10 minutes into the film, so we're left with stupid characters running around doing stupid things. Low budget films can't afford expensive special effects, so the CGI portions are unsurprisingly unimpressive, but were at least a valid attempt. The creature suit is terrible, as seen when it falls to the sidewalk, and the director keeps emphasizing the eyes, which aren't even the red color shown in mirror shots. The dialogue is clumsy and uninspired, with some lines reminiscent of Aliens or Terminator. The last action sequence takes place in a police station, also a rip-off from Terminator, with everyone hiding in the one glass lined office that the Darkwolf doesn't smash into. In the end, the girl calls the hero ""a good Protector"", but he gets both his partners, the original Protector, and at least three other civilians, not to mention a dozen cops, all killed without getting a decent shot off, in spite of an arsenal of silver bullets and a submachine gun. But here's the real clincher for bad writing: They could have killed the beast right after the beginning credits when it was holding the stripper while flashing its red eyes. Instead, they took it into custody?!?"	1
I can't believe that so many are comparing this movie to Argento's. His work is far more imaginative and vicious--and a lot more fun.<br /><br />The director simply lacks the ability to build real tension. The murder scenes--and let's face it, that's what this genre is all about--aren't interesting. It was not hard to guess who the murderer was, and I really didn't care when it was revealed. The cinematography isn't memorable, and the much-praised 19th century Gothic atmosphere just didn't draw me in. Several of the actors are quite good (especially the headmistress and the sadistic girl who lords it over the younger students), but they're given very little to do.<br /><br />Yes, there are undertones of incest, sadomasochism, and lesbianism, but amazingly, they add very little spice or suspense. <br /><br />If you're looking for a good horror movie, look elsewhere.	1
"LL Cool J performed much better in this movie that I expected! He did a fabulous job acting as a ""renegade"" cop within a ""renegade"" department. From the very beginning, he does a great job of building viewer empathy for his character and the predicament he's in. He acts as a sort of ""gentle giant"" -- a person whose rough exterior can scare anybody, yet whose heart is clearly in the right place from the very start -- and he does an amazing job. He was quite clearly the best character in the movie.<br /><br />This was certainly a performance that will not win Morgan Freeman any awards. After starring in powerhouse films like the Shawshank Redemption this film was certainly a step down. His role in Edison simply did not allow him to show his true talents as an actor -- and in terms of the conglomeration of characters placed him sadly on a back burner. There are so many ways his character (Moses Ashford) could have taken a more pivotal role. That he didn't was disappointing and a true let-down. I was hoping to see more from him in this film.<br /><br />Timberlake ought to have stayed in the music industry. His portrayal of a young journalist was poorly acted and unpersuasive. This movie is a typical action movie that (at least initially) bears some resemblance to corrupt police affairs LA has experienced in the past. Being an action movie, it has its share of shoot-em-up scenes, blood, and guts. These scenes are typically unrealistic and painfully predictable. Watching the beginning of the movie there is very little suspense as to what will happen at the end -- think of what you would typically expect in a good-cops/bad-cops conflict -- and it bears little resemblance to a REAL police shoot-out.<br /><br />What irked me most was the way Timberlake's character behaved during shoot-out scenes. He starts out having guns and not using them. Then when he finally gets around to using one he fires it as if he's been firing a gun his whole life. Then he runs out of bullets and doesn't have a gun -- and 30 seconds later, without moving or anything -- suddenly has 2 more fully loaded guns AND extra ammo?! Little plot errors like this really ruined the movie for me.<br /><br />If what you are looking for is a blatantly fictional plot in a fantasy world where everything turns out okay, then you'll probably love this movie. Personally, it doesn't matter to me what KIND of movie it is as long as it is realistic. Make me believe that the story is true. This story was so obviously fictional in so many aspects that I came away feeling unsatisfied."	1
"I am wanting to make a ""Holmes with Doors"" pun but I can't quite string it all together. Suitably grubby and over edited WONDERLAND gives Kilmer a role that channels Morrison at the same time....but how coy is this film about the famous 14 inches! Australian crime films flash it all the time and skip the graphic violence instead.....as someone famous said once about US cinema double standards: ""kiss a breast and it's an X, stab it and its an action PG 13""... WONDERLAND is 14 minutes too long too, and at the end the tawdry spiral we were all glad to escape the cinema. How many films called WONDERLAND are we going to get? There must be six in the last decade. The pixilated violence and muted color sets the seedy tone but the wobble-cam gets tiresome, as if we are gawking at their nostrils all the time. Taking a few cues form THE DOORS and TAXI DRIVER it all becomes forgettable the next day."	1
"I rented this flick for one reason Tom Savini, I respect his work but this was a real let down, I had horrible clichés, half of the film was naked women so called ""fallen angels"" running around trying to act scary, oh and then there was the occasional ""Blair Witch"" black and white motion sicken camera scenes. Tom's character was really awful, Horrible script. And you got to love these lines they use. ""Is anyone there, who is out there, this isn't funny"" No but your acting was. I wish I could give this flick a 0! Oh the names of the characters. Judd, Molly, Ally, Emilio, but they did leave out Anthony, The Breakfast Club reunite in the forest of unforgivable acting."	1
I'm basing this on my observations of one episode I saw last night (9/27/06). I don't think I'll be watching again. The acting was totally wooden, the plot completely predictable, the ending totally unrealistic -- I mean who would believe a 30 million dollar judgment for the death of a recovering drug addict with terminal cancer? The lead actor (Victor Garber) seemed so uncomfortable, almost embarrassed in his role -- perhaps he realized how bad the writing was!! I fully realize that the drama offered this season is pretty poor, but they can surely find better writers. Maybe they are outsourcing the writing to India or China!! I'll bet we won't be seeing this one next season!	1
"You will recognize the plot immediately. Daughters of a divorced couple trying to get Mom and Dad back together again. Yes, that was the theme of The Parent Trap in the 60s, 80s and 90s. But here's the spooky thing. Even though Deanna Durbin was younger than the 21 year old Hayley Mills while playing the doting daughter(s) roles, Durbin looks much older, as in adult. And so do all of her so-called siblings. <br /><br />And this confusion between adult and child goes throughout the film. The girls are dressed in cute little sailor outfits but look ridiculous in them as the director seems to take pains to point out their ample tops and tushies throughout the film. So you're constantly torn between thinking of them as children or women. When Ray Milland and others start ""hitting on"" them you get the feeling as if they're pedophiles, and you might be one, too for noticing those tushies and tops the director was pointing out. Teens or temptresses, little girls or little foxes, you are never quite sure what you're supposed to be thinking of them as.<br /><br />The parents, too, seem very old and the whole film seems very dated.<br /><br />It is a rusty version of the Parent Trap and you should avoid it, or at least ensure your tetanus shots are up to date if you don't believe me."	1
